선박,월,v_판정,주입TRO평균,배출TRO최대,주입전압,주입전류,미복귀트립,가스,전압미인가,★내라벨,종합요약(ai_remarks)
KMTC KEELUNG,2026-03,WATCH,,,,,14,0,0,WATCH,"[운전 현황] 주입 3회 / 배출 2회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 475m³/1.92h, 배출 526m³/2.68h.  ‖  ⚠️ 기타 (Alarm 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔧 밸브 이상 (Alarm 10건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE721(9회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [볼륨 미기록 의심] 159건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] . 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC HOCHIMINH,2026-03,WATCH,,,,,6,0,0,WATCH,"[운전 현황] 주입 14회 / 배출 13회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 2613m³/3.99h, 배출 4002m³/5.55h.  ‖  🔧 밸브 이상 (Alarm 7건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🔬 TRO 이상 (Trip 2건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  ⚠️ 기타 (Alarm 2건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🧪 중화제 이상 (Alarm 3건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  [운전 이상] [볼륨 미기록 의심] 332건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 2건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC MANILA,2026-03,WATCH,6.26,0.04,3,3389.41,0,0,0,WATCH,"[운전 현황] 주입 6회 / 배출 1회. 주입 TRO 최솟값 0.1ppm / 평균 6.26ppm(5~10ppm 미달). 배출 TRO 최댓값 0.04ppm(IMO 기준 충족). 총 처리량: 주입 1275m³/3.32h, 배출 104m³/0.32h.  ‖  [ECU] 전류 3389.41A / 유량 391.26m³/h / ANU Standby.  ‖  🔧 밸브 이상 (Alarm 5건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🔬 TRO 이상 (Trip 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  [운전 이상] [종료시간 누락] 1건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달. 즉각적인 장비 점검 및 원인 분석이 필요합니다. "
KMTC COLOMBO,2026-03,WATCH,6.73,5.22,,,8,0,0,WATCH,"[운전 현황] 주입 7회 / 배출 12회. 주입 TRO 최솟값 1.53ppm / 평균 6.73ppm(5~10ppm 미달). 배출 TRO 최댓값 5.22ppm(IMO 기준 초과). 총 처리량: 주입 9700.84m³/18.9h, 배출 9197.42m³/15.68h.  ‖  [ECU] 유량 543.76m³/h / ANU Standby.  ‖  [TRO 경고] 배출 TRO 5.22ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  🔧 밸브 이상 (Alarm 11건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  ⚠️ 기타 (Alarm 2건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔬 TRO 이상 (Trip 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  🧪 중화제 이상 (Alarm 2건) — 중화제 보충 필요. 레벨 센서 및 공급 라인 밸브 점검  ‖  ⚡ ECU/전원 이상 (Alarm 1건) — 자동 운전 불가 상태. RCM 셀렉트 스위치 변경 또는 원인 알람 확인 후 리셋  ‖  ⚠️ 반복 알람: CODE731(9회), CODE220(6회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] Trip 1건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC SINGAPORE,2026-04,WATCH,,,6.48,1866.73,13,0,0,WATCH,"[운전 현황] 운용 8일(발라스팅 5일 / 디발라스팅 3일). 주입 9회 / 배출 3회. 주입 TRO 미수신(5~10ppm 미달). 배출 TRO 최댓값 미수신(IMO 기준 초과). 총 처리량: 주입 1455m³/4.82h, 배출 1430m³/4.76h.  ‖  [ECU] 전류 1873.14A / 유량 300m³/h / ANU Operating — 정상 상관관계.  ‖  🔬 TRO 이상 (Alarm 1건) — CLX 시약 유효기간 및 TSU Bypass Line 점검 / STS 주입 펌프 점검.  ‖  ⚙️ 밸브 이상 (Alarm 3건) — 밸브 상태 점검 및 제어 시스템 확인 / 밸브 개폐 상태 확인 및 센서 점검 / 냉각수 입구 밸브 점검 및 개방 확인.  ‖  [운전 이상] Bypass 운전 289건, 전압 미인가 의심 1건, 전류 미공급 의심 1건 발생. ECS 시작/정지 불일치 패턴 감지.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 9건 — 별도 조치 필요.  ‖  [종합] 주입/배출 TRO 미수신, 밸브 관련 알람 및 운전 이상 패턴 감지. 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC JEBEL ALI,2026-04,WATCH,,0.05,,,9,0,0,WATCH,"[운전 현황] 운용 2일(발라스팅 0일 / 디발라스팅 2일). 주입 0회 / 배출 10회. 주입 TRO 미수신. 배출 TRO 최댓값 0.05ppm(IMO 기준 충족). 총 처리량: 주입 0m³/0h, 배출 824m³/2.18h.  ‖  [ECU] 전류 0A / 유량 410.96m³/h / ANU Operating — 전압/전류 미인가 의심 및 유량 없음 주의 패턴 감지.  ‖  ⚙️ 밸브 이상 (Trip 0건 / Alarm 14건) — 밸브 상태 확인 및 수동 조작 / 밸브 구동부 점검 및 제어 로직 확인.  ‖  🔬 TRO 이상 (Trip 0건 / Alarm 2건) — TRO 센서 점검 및 필터 청소.  ‖  ⚠️ 반복 알람: CODE721(12회), CODE731(2회), CODE220(2회) — 근본 원인 분석(RCA) 필요.  ‖  [운전 이상] 디발라스팅 중 볼륨 미기록 의심 1건 발생.  ‖  [운항 해역] 동남아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 9건 — 별도 조치 필요.  ‖  [종합] 밸브 및 TRO 센서 알람이 반복적으로 발생하고 전압/전류 미인가 의심 및 유량 없음 주의 패턴이 감지되어 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC MUNDRA,2026-04,WATCH,6.34,,4.01,2259.2,2,0,1,WATCH,"[운전 현황] 운용 3일(발라스팅 3일 / 디발라스팅 0일). 주입 7회 / 배출 0회. 주입 TRO 최솟값 0.1ppm / 평균 6.34ppm(5~10ppm 미달). 배출 TRO 최댓값 미수신. 총 처리량: 주입 2321m³/6.49h.  ‖  [ECU] 전류 2265.03A / 유량 360.08m³/h / ANU Standby.  ‖  ⚠️ 기타 (Alarm 1건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🔬 TRO 이상 (Trip 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🔧 밸브 이상 (Alarm 5건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  ⚡ ECU/전원 이상 (Trip 1건) — ECU 내부 점검 — 전류 과부하(>PRU×1125A), 고압(>4.5bar), 고온(>45°C), VLS 에러 가능성. PRU 상태 및 전극 확인  ‖  💧 유량 이상 (Alarm 1건) — 유량 <15% (3분 지속 Alarm, 5분 Fault). 해수 펌프, 스트레이너 막힘, 흡입 밸브 점검  ‖  ⚠️ 반복 알람: CODE200(6회), CODE731(6회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [중복기록 의심] 1건.  ‖  [운항 해역] 기타, 인도양/중동, 동남아시아.  ‖  [종합] Trip 2건 발생, 주입 TRO 미달. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC COLOMBO,2026-04,WATCH,6.75,0.21,,,7,2,0,WATCH,"[운전 현황] 운용 6일(발라스팅 5일 / 디발라스팅 2일). 주입 10회 / 배출 3회. 주입 TRO 0.79~6.75ppm(5~10ppm 미달). 배출 TRO 최댓값 0.21ppm(IMO 기준 초과). 총 처리량: 주입 4521.39m³/10.81h, 배출 1295.23m³/2.02h.  ‖  [ECU] 유량 450.57m³/h / ANU Standby.  ‖  🔬 TRO 이상 (Alarm 1건) — CLX 시약 유효기간 및 TSU Bypass Line 점검 / STS 주입 펌프 점검.  ‖  ⚙️ 밸브 이상 (Alarm 1건) — 밸브 점검 및 수리.  ‖  ⚡ ECU 이상 (Trip 7건) — ECU 모듈 점검 및 교체 / 전원 공급 장치 점검.  ‖  ⚠️ 반복 알람: CODE406(4회), CODE100(3회) — 근본 원인 분석(RCA) 필요.  ‖  [운전 이상] 운전시간 오류 2건 발생 (runtime=0, volume=8.38 / runtime=0, volume=9.27).  ‖  [운항 해역] 동아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 109건 — 별도 조치 필요.  ‖  [종합] Trip 7건 발생, 주입 TRO 미달, 배출 TRO 기준 초과. 즉각적인 장비 점검 및 원인 분석이 필요합니다."
KMTC QINGDAO,2026-05,WATCH,,,9.26,2111.74,8,0,0,WATCH,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [ECU] 전류 2220.93A / 유량 663.02m³/h / ANU Operating.  ‖  ⚠️ 기타 (Alarm 6건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  🚨 안전 경고 (Alarm 2건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  🔬 TRO 이상 (Trip 1건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🌡️ 환경/센서 (Trip 9건) — 염분 <1.0PSU (1분 지속 Alarm, 2분 Fault). 저염분 해역 운항 시 처리 효율 저하. CSU 센서 점검  ‖  🔧 밸브 이상 (Alarm 2건) — 밸브 공압 실린더, 리미트 스위치, 솔레노이드 밸브 점검  ‖  🧪 중화제 이상 (Alarm 3건) — 중화제(NaCl) 초기 충전 필요. 레벨 센서 영점 교정 및 탱크 상태 확인  ‖  ⚠️ 반복 알람: CODE607(9회), CODE220(6회) — 근본 원인 분석(RCA) 필요  ‖  [종합] Trip 10건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC HOCHIMINH,2026-05,WATCH,,,3.74,2799.89,4,0,0,WATCH,"[운전 현황] 운용 8일(발라스팅 4일 / 디발라스팅 6일). 주입 14회 / 배출 11회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 4903m³/7.3h, 배출 6142m³/9.79h.  ‖  [ECU] 전류 2806.29A / 유량 648.39m³/h / ANU Operating.  ‖  🔬 TRO 이상 (Alarm 2건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  ⚡ ECU/전원 이상 (Trip 11건 / Alarm 1건) — ECU 내부 점검 — 전류 과부하(>PRU×1125A), 고압(>4.5bar), 고온(>45°C), VLS 에러 가능성. PRU 상태 및 전극 확인  ‖  🚨 안전 경고 (Alarm 1건) — IMO 규정 위반 가능성. 즉시 운전 중지 후 밸브 라인업 및 TRO 센서 확인  ‖  ⚠️ 반복 알람: CODE100(11회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [중복기록 의심] 5건.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 53건 — BWTS 판정과 별개로 별도 조치 필요.  ‖  [종합] Trip 11건 발생. 즉각적인 장비 점검 및 원인 분석이 필요합니다. "
KMTC MUNDRA,2026-05,WATCH,6.16,3.88,4.34,2811.59,5,0,0,WATCH,"[운전 현황] 운용 4일(발라스팅 2일 / 디발라스팅 4일). 주입 3회 / 배출 7회. 주입 TRO 최솟값 0.47ppm / 평균 6.16ppm(5~10ppm 미달). 배출 TRO 최댓값 3.88ppm(IMO 기준 초과). 총 처리량: 주입 1707m³/3.53h, 배출 5248m³/11.3h.  ‖  [ECU] 전류 2811.59A / 유량 470.36m³/h / ANU Standby.  ‖  [TRO 경고] 배출 TRO 3.88ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  💧 유량 이상 (Trip 18건) — 유량 <15% (3분 지속 Alarm, 5분 Fault). 해수 펌프, 스트레이너 막힘, 흡입 밸브 점검  ‖  🔧 밸브 이상 (Alarm 2건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  🔬 TRO 이상 (Alarm 4건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  ⚡ ECU/전원 이상 (Trip 1건) — ECU 내부 점검 — 전류 과부하(>PRU×1125A), 고압(>4.5bar), 고온(>45°C), VLS 에러 가능성. PRU 상태 및 전극 확인  ‖  ⚠️ 반복 알람: CODE604(18회) — 근본 원인 분석(RCA) 필요  ‖  [운전 이상] [중복기록 의심] 1건.  ‖  [운항 해역] 동남아시아, 인도양/중동.  ‖  [VRCS] 밸브 제어 시스템 알람 110건 — BWTS 판정과 별개로 별도 조치 필요.  ‖  [종합] Trip 19건 발생, 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC KEELUNG,2026-01,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC SHANGHAI,2026-01,GOOD,,,3.74,1928.16,0,0,0,GOOD,"[운전 현황] 주입 21회 / 배출 12회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 1741m³/5.82h, 배출 1514m³/6.66h.  ‖  [ECU] 전류 1928.16A / 유량 268.84m³/h / ANU Operating.  ‖  [알람없음] 이상 알람 없음.  ‖  [운항 해역] 동남아시아, 동아시아.  ‖  [종합] 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC NINGBO,2026-01,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC CHENNAI,2026-01,GOOD,6.44,7.25,3.4,3327.63,1,0,0,GOOD,"[운전 현황] 주입 16회 / 배출 20회. 주입 TRO 최솟값 0.25ppm / 평균 6.44ppm(5~10ppm 미달). 배출 TRO 최댓값 7.25ppm(IMO 기준 초과). 총 처리량: 주입 1316m³/2.41h, 배출 2140m³/4.36h.  ‖  [ECU] 전류 3327.63A / 유량 502.49m³/h / ANU Operating.  ‖  [TRO 경고] 배출 TRO 7.25ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  ⚠️ 기타 (Alarm 1건) — Event Log 100건 초과. 반복 알람 원인 분석 및 전체 로그 상세 검토 필요  ‖  [운항 해역] 동남아시아, 인도양/중동.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC KEELUNG,2026-02,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC SHANGHAI,2026-02,GOOD,,,3.87,2162.94,0,0,0,GOOD,"[운전 현황] 주입 11회 / 배출 49회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 1654m³/5.05h, 배출 2270m³/10.36h.  ‖  [ECU] 전류 2162.94A / 유량 258.6m³/h / ANU Operating.  ‖  [알람없음] 이상 알람 없음.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC NINGBO,2026-02,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  🧪 중화제 이상 (Alarm 3건) — 중화제(NaCl) 초기 충전 필요. 레벨 센서 영점 교정 및 탱크 상태 확인  ‖  [종합] 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC CHENNAI,2026-02,GOOD,6.18,,4.07,3136.15,1,0,0,GOOD,"[운전 현황] 주입 6회 / 배출 0회. 주입 TRO 최솟값 0.79ppm / 평균 6.18ppm(5~10ppm 미달). 배출 TRO 최댓값 미수신. 총 처리량: 주입 1207m³/2.22h.  ‖  [ECU] 전류 3136.15A / 유량 547.32m³/h / ANU Standby.  ‖  ⚠️ 기타 (Alarm 1건) — Event Log 100건 초과. 반복 알람 원인 분석 및 전체 로그 상세 검토 필요  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] 주입 TRO 미달. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC ULSAN,2026-03,GOOD,7.28,0.06,4,1814.85,7,0,0,GOOD,"[운전 현황] 주입 10회 / 배출 4회. 주입 TRO 최솟값 0.12ppm / 평균 7.28ppm(5~10ppm 미달). 배출 TRO 최댓값 0.06ppm(IMO 기준 충족). 총 처리량: 주입 738m³/2.36h, 배출 258m³/1.34h.  ‖  [ECU] 전류 1814.85A / 유량 270.51m³/h / ANU Standby.  ‖  🔬 TRO 이상 (Alarm 1건) — Ballast >10mg/L 또는 Deballast >0.1mg/L(IMO)/>0.07mg/L(USCG). STS 주입 펌프 및 ANU 탱크 레벨 확인  ‖  🔧 밸브 이상 (Alarm 8건) — 밸브 작동 중 ECS 비정상 종료. 밸브 현재 위치 확인 후 수동 리셋  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] 주입 TRO 미달. 즉각적인 장비 점검 및 원인 분석이 필요합니다. 알람 다발 — 정비 이력 확인 권장."
KMTC SHANGHAI,2026-03,GOOD,,,3.63,1558.85,0,0,0,GOOD,"[운전 현황] 주입 4회 / 배출 10회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신. 총 처리량: 주입 155m³/0.65h, 배출 893m³/5.02h.  ‖  [ECU] 전류 1558.85A / 유량 191.04m³/h / ANU Operating.  ‖  [알람없음] 이상 알람 없음.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC NINGBO,2026-03,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC CHENNAI,2026-03,GOOD,,,,,1,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  ⚠️ 기타 (Alarm 1건) — Event Log 100건 초과. 반복 알람 원인 분석 및 전체 로그 상세 검토 필요  ‖  [종합] 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC MUNDRA,2026-03,GOOD,7.36,3.28,4.26,2258.09,1,0,0,GOOD,"[운전 현황] 주입 1회 / 배출 2회. 주입 TRO 최솟값 8.2ppm / 평균 7.36ppm(5~10ppm 충족). 배출 TRO 최댓값 3.28ppm(IMO 기준 초과). 총 처리량: 주입 154m³/0.38h, 배출 183m³/0.4h.  ‖  [ECU] 전류 2258.09A / 유량 429.68m³/h / ANU Operating — 전류·유량·TRO 정상 상관관계 확인.  ‖  [TRO 경고] 배출 TRO 3.28ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성. Data Log 원본 확인 권장.  ‖  📡 통신 장애 (Trip 1건) — 해당 센서 배선 및 커넥터 점검. 센서 모듈 교체 필요 여부 확인  ‖  🚨 안전 경고 (Trip 1건) — >25%LEL Alarm, >50%LEL Fault(Shutdown). 전해조 가스 누출 점검. 환기 팬 작동 확인  ‖  🔬 TRO 이상 (Alarm 2건) — Ballast 중 TRO <5mg/L (3회 연속 시 발생). CLX 시약 유효기간 및 TSU Bypass Line 소통 상태 점검  ‖  🔧 밸브 이상 (Alarm 2건) — 냉각수 공급 밸브(F.W Inlet) 리미트 스위치 및 공압 점검. 에어 벤트 확인  ‖  💧 유량 이상 (Alarm 1건) — 유량 <15% (3분 지속 Alarm, 5분 Fault). 해수 펌프, 스트레이너 막힘, 흡입 밸브 점검  ‖  [운항 해역] 동남아시아.  ‖  [종합] Trip 2건 발생, 배출 TRO 기준 초과, 배출 TRO 이상값 확인 필요. 즉각적인 장비 점검 및 원인 분석이 필요합니다. "
KMTC ULSAN,2026-04,GOOD,7.28,0.06,4,1814.85,2,0,0,GOOD,"[운전 현황] 운용 5일(발라스팅 3일 / 디발라스팅 3일). 주입 10회 / 배출 4회. 주입 TRO 최솟값 0.12ppm(5~10ppm 미달), 평균 7.28ppm(5~10ppm 충족). 배출 TRO 최댓값 0.06ppm(IMO 기준 충족). 총 처리량: 주입 738m³/312.71m³h, 배출 258m³/192.54m³h.  ‖  [ECU] 전류 평균 1814.85A / 유량 평균 270.51m³/h / ANU Standby. Bypass 운전 80건, 전압 미인가 의심 80건, 전류 미공급 의심 80건이 감지되었습니다.  ‖  ⚙️ 밸브 이상 (Alarm 2건) — 밸브 작동 상태 점검 및 제어 시스템 확인.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 34건 — 별도 조치 필요.  ‖  [종합] 주입 TRO 최솟값 미달, ECU 이상 패턴 및 밸브 알람이 감지되었습니다. 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC JAKARTA,2026-04,GOOD,5.75,1.75,4.39,1788.79,0,0,0,GOOD,"[운전 현황] 운용 5일(발라스팅 2일 / 디발라스팅 3일). 주입 3회 / 배출 11회. 주입 TRO 0.64~5.75ppm(5~10ppm 미달). 배출 TRO 최댓값 1.75ppm(IMO 기준 초과). 총 처리량: 주입 393m³/1.71h, 배출 563m³/3.09h.  ‖  [ECU] 전류 1788.79A / 유량 213.07m³/h / ANU Operating — 정상 범위이나, 바이패스 운전 185건, 전압 미인가 의심 185건, 전류 미공급 의심 185건 발생.  ‖  [TRO 경고] 배출 TRO 1.75ppm — IMO 기준(0.1ppm) 대폭 초과. TRO 센서 교차오염, Ballast/Deballast 컬럼 혼동, 또는 중화 불량 가능성.  ‖  [운전 이상] 유량 없음 주의 16건 발생.  ‖  [운항 해역] 동남아시아.  ‖  [종합] 주입 TRO 미달, 배출 TRO 기준 초과. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC SHANGHAI,2026-04,GOOD,,,3.71,2199.82,0,0,0,GOOD,"[운전 현황] 운용 4일(발라스팅 3일 / 디발라스팅 2일). 주입 10회 / 배출 4회. 주입 TRO 미수신(5~10ppm 미달). 배출 TRO 최댓값 미수신(IMO 기준 초과). 총 처리량: 주입 852m³/2.56h, 배출 510m³/2.69h.  ‖  [ECU] 전류 2199.82A / 유량 266.1m³/h / ANU Operating — 정상 상관관계.  ‖  [운전 이상] 바이패스 운전 165건, 유량 없음 2건, 펌프 미작동 1건 발생.  ‖  [운항 해역] 동아시아, 동남아시아.  ‖  [종합] 주입 및 배출 TRO 수치 미수신, 바이패스 운전 및 유량/펌프 관련 이상 발생. 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC TIANJIN,2026-04,GOOD,,,4.16,1488.63,3,0,0,GOOD,"[운전 현황] 운용 1일(발라스팅 1일 / 디발라스팅 0일). 주입 6회 / 배출 0회. 주입 TRO 미수신(5~10ppm 미달). 배출 TRO 미수신(IMO 기준 충족). 총 처리량: 주입 541.88m³/1.22h, 배출 0m³/0h.  ‖  [ECU] 전류 1488.63A / 유량 422.24m³/h / ANU Standby — 정상 상관관계.  ‖  🔬 TRO 이상 (Trip 4건 / Alarm 0건) — CLX 시약 유효기간 및 TSU Bypass Line 점검 / STS 주입 펌프 점검.  ‖  🌊 유량 이상 (Trip 0건 / Alarm 1건) — 유량계 점검 및 배관 누수 확인.  ‖  ⚠️ 반복 알람: CODE201(4회) — 근본 원인 분석(RCA) 필요  ‖  [운항 해역] 인도양/중동.  ‖  [VRCS] 밸브 제어 시스템 알람 45건 — 별도 조치 필요.  ‖  [종합] Trip 4건 발생, 주입 TRO 미수신. 주의 필요 — 알람 내역 및 TRO 수치를 모니터링하시기 바랍니다."
KMTC CHENNAI,2026_04,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC NHAVA SHEVA,2026_04,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC ULSAN,2026-05,GOOD,,0.01,,,2,0,0,GOOD,"[운전 현황] 운용 1일(발라스팅 0일 / 디발라스팅 1일). 주입 0회 / 배출 1회. 주입 TRO 미수신. 배출 TRO 최댓값 0.01ppm(IMO 기준 충족). 총 처리량: 배출 37m³/0.17h.  ‖  [ECU] 유량 227.5m³/h / ANU Operating.  ‖  ⚠️ 기타 (Alarm 2건) — 상세 원인 확인 후 제조사 기술지원 요청  ‖  [운항 해역] 동아시아.  ‖  [VRCS] 밸브 제어 시스템 알람 34건 — BWTS 판정과 별개로 별도 조치 필요.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
KMTC NINGBO,2026_05,GOOD,,,,,0,0,0,GOOD,"[운전 현황] 주입 0회 / 배출 0회. 주입 TRO 미수신. 배출 TRO 최댓값 미수신.  ‖  [알람없음] 이상 알람 없음.  ‖  [종합] 전반적으로 정상 운전 중. 특이사항 없음."
